attribute_id,category_id,active
2,4000538,1
2,4000539,1
2,4000540,1
2,4000541,1
2,4000542,1
2,4000543,1
2,4000544,1
2,4000545,1
2,4000546,1
2,4000547,1
2,4000548,1
2,4000549,1
2,4000550,1
2,4000551,1
2,4000552,1
2,4000553,1
2,4000554,1
2,4000555,1
2,4000556,1
2,4000557,1
2,4000558,1
2,4000559,1
2,4000560,1
2,4000561,1
2,4000562,1
2,4000563,1
2,4000564,1
2,4000565,1
2,4000566,1
2,4000567,1
2,4000568,1
2,4000569,1
2,4000570,1
2,4000571,1
2,4000572,1
2,4000573,1
2,4000574,1
2,4000575,1
2,4000576,1
2,4000577,1
2,4000578,1
2,4000579,1
2,4000580,1
2,4000581,1
2,4000582,1
2,4000583,1
2,4000584,1
2,4000585,1
2,4000586,1
2,4000587,1
2,4000588,1
2,4000589,1
2,4000590,1
2,4000591,1
2,4000592,1
2,4000593,1
2,4000594,1
2,4000595,1
2,4000596,1
2,4000597,1
2,4000598,1
2,4000599,1
2,4000600,1
2,4000601,1
2,4000602,1
2,4000603,1
2,4000604,1
2,4000605,1
2,4000606,1
2,4000607,1
2,4000608,1
2,4000609,1
2,4000610,1
2,4000611,1
2,4000612,1
2,4000613,1
2,4000614,1
2,4000615,1
2,4000616,1
2,4000617,1
2,4000618,1
2,4000619,1
2,4000620,1
2,4000621,1
2,4000622,1
2,4000623,1
2,4000624,1
2,4000625,1
2,4000626,1
2,4000627,1
2,4000628,1
2,4000629,1
2,4000630,1
2,4000631,1
2,4000632,1
2,4000633,1
2,4000634,1
2,4000635,1
2,4000636,1
2,4000637,1
2,4000638,1
2,4000639,1
2,4000640,1
2,4000641,1
2,4000642,1
2,4000643,1
2,4000644,1
2,4000645,1
2,4000646,1
2,4000647,1
2,4000648,1
2,4000649,1
2,4000650,1
2,4000651,1
2,4000652,1
2,4000653,1
2,4000654,1
2,4000655,1
2,4000656,1
2,4000657,1
2,4000658,1
2,4000659,1
2,4000660,1
2,4000661,1
2,4000662,1
2,4000663,1
2,4000664,1
2,4000665,1
2,4000666,1
2,4000667,1
2,4000668,1
2,4000669,1
2,4000670,1
2,4000671,1
2,4000672,1
2,4000673,1
2,4000674,1
2,4000675,1
2,4000676,1
2,4000677,1
2,4000678,1
2,4000679,1
2,4000680,1
2,4000681,1
2,4000682,1
2,4000683,1
2,4000684,1
2,4000685,1
2,4000686,1
2,4000687,1
2,4000688,1
2,4000689,1
2,4000690,1
2,4000691,1
2,4000692,1
2,4000693,1
2,4000694,1
2,4000695,1
2,4000696,1
2,4000697,1
2,4000698,1
2,4000699,1
2,4000700,1
2,4000701,1
2,4000702,1
2,4000703,1
2,4000704,1
2,4000705,1
2,4000706,1
2,4000707,1
2,4000708,1
2,4000709,1
2,4000710,1
2,4000711,1
2,4000712,1
2,4000713,1
2,4000714,1
2,4000715,1
2,4000716,1
2,4000717,1
2,4000718,1
2,4000719,1
2,4000720,1
2,4000721,1
2,4000722,1
2,4000723,1
2,4000724,1
2,4000725,1
2,4000726,1
2,4000727,1
2,4000728,1
2,4000729,1
2,4000730,1
2,4000731,1
2,4000732,1
2,4000733,1
2,4000734,1
2,4000735,1
2,4000736,1
2,4000737,1
2,4000738,1
2,4000739,1
2,4000740,1
2,4000741,1
2,4000742,1
2,4000743,1
2,4000744,1
2,4000745,1
2,4000746,1
2,4000747,1
2,4000748,1
2,4000749,1
2,4000750,1
2,4000751,1
2,4000752,1
2,4000753,1
2,4000754,1
2,4000755,1
2,4000756,1
2,4000757,1
2,4000758,1
2,4000759,1
2,4000760,1
2,4000761,1
2,4000762,1
2,4000763,1
2,4000764,1
2,5000000,1
2,5000001,1
2,5000002,1
2,5000003,1
2,5000004,1
2,5000005,1
2,5000006,1
2,5000007,1
2,5000008,1
2,5000009,1
2,5000010,1
2,5000011,1
2,5000012,1
2,5000013,1
2,5000014,1
2,5000015,1
2,5000016,1
2,5000017,1
2,5000018,1
2,5000019,1
2,5000020,1
2,5000021,1
2,5000022,1
2,5000023,1
2,5000024,1
2,5000025,1
2,5000026,1
2,5000027,1
2,5000028,1
2,5000029,1
2,5000030,1
2,5000031,1
2,5000032,1
2,5000033,1
2,5000034,1
2,5000035,1
2,5000036,1
2,5000037,1
2,5000038,1
2,5000039,1
2,5000040,1
2,5000041,1
2,5000042,1
2,5000043,1
2,5000044,1
2,5000045,1
2,5000046,1
2,5000047,1
2,5000048,1
2,5000049,1
2,5000050,1
2,5000051,1
2,5000052,1
2,5000053,1
2,5000054,1
2,5000055,1
2,5000056,1
2,5000057,1
2,5000058,1
2,5000059,1
2,5000060,1
2,5000061,1
2,5000062,1
2,5000063,1
2,5000064,1
2,5000065,1
2,5000066,1
2,5000067,1
2,5000068,1
2,5000069,1
2,5000070,1
2,5000071,1
2,5000072,1
2,5000073,1
2,5000074,1
2,5000075,1
2,5000076,1
2,5000077,1
2,5000078,1
2,5000079,1
2,5000080,1
2,5000081,1
2,5000082,1
2,5000083,1
2,5000084,1
2,5000085,1
2,5000086,1
2,5000087,1
2,5000088,1
2,5000089,1
2,5000090,1
2,5000091,1
2,5000092,1
2,5000093,1
2,5000094,1
2,5000095,1
2,5000096,1
2,5000097,1
2,5000098,1
2,5000099,1
2,5000100,1
2,5000101,1
2,5000102,1
2,5000103,1
2,5000104,1
2,5000105,1
2,5000106,1
2,5000107,1
2,5000108,1
2,5000109,1
2,5000110,1
2,5000111,1
2,5000112,1
2,5000113,1
2,5000114,1
2,5000115,1
2,5000116,1
2,5000117,1
2,5000118,1
2,5000119,1
2,5000120,1
2,5000121,1
2,5000122,1
2,5000123,1
2,5000124,1
2,5000125,1
2,5000126,1
2,5000127,1
2,5000128,1
2,5000129,1
2,5000130,1
2,5000131,1
2,5000132,1
2,5000133,1
2,5000134,1
2,5000135,1
2,5000136,1
2,5000137,1
2,5000138,1
2,5000139,1
2,5000140,1
2,5000141,1
2,5000142,1
2,5000143,1
2,5000144,1
2,5000145,1
2,5000146,1
2,5000148,1
2,5000151,1
2,5000152,1
2,5000153,1
2,5000154,1
2,5000155,1
2,5000156,1
2,5000157,1
2,5000158,1
2,5000159,1
2,5000160,1
2,5000161,1
2,5000162,1
2,5000163,1
2,5000164,1
2,5000165,1
2,5000166,1
2,5000167,1
2,5000168,1
2,5000169,1
2,5000170,1
2,5000171,1
2,5000172,1
2,5000173,1
2,5000174,1
2,5000175,1
2,5000176,1
2,5000177,1
2,5000178,1
2,5000179,1
2,5000180,1
2,5000181,1
2,5000182,1
2,5000183,1
2,5000184,1
2,5000185,1
2,5000186,1
2,5000187,1
2,5000188,1
2,5000189,1
2,6000001,1
2,6000002,1
2,6000003,1
2,6000006,1
2,6000008,1
2,6000009,1
2,6000010,1
2,6000011,1
2,6000022,1
2,6000023,1
2,6000024,1
2,6000029,1
2,6000030,1
2,6000033,1
2,6000035,1
2,6000043,1
2,6000044,1
2,6000049,1
2,6000050,1
2,6000051,1
2,6000052,1
2,6000055,1
2,6000058,1
2,6000063,1
2,6000065,1
2,6000066,1
2,6000067,1
2,6000070,1
2,6000072,1
2,6000074,1
2,6000084,1
2,6000085,1
2,6000086,1
2,6000129,1
2,6000156,1
2,6000157,1
2,6000158,1
2,6000159,1
2,6000160,1
2,6000161,1
2,6000162,1
2,6000205,1
2,6000206,1
2,6000207,1
2,6000208,1
2,6000209,1
2,6000210,1
2,6000211,1
2,6000212,1
2,6000213,1
2,6000214,1
2,6000215,1
2,6000216,1
2,6000217,1
2,6000218,1
2,6000219,1
2,6000220,1
2,6000221,1
2,6000224,1
2,7000050,1
2,7000055,1
2,7000059,1
2,7000060,1
2,7000061,1
2,7000064,1
2,7000066,1
2,7000067,1
2,7000071,1
2,7000072,1
2,7000155,1
2,8000193,1
2,8000218,1
2,8000219,1
2,8000220,1
2,8000221,1
2,8000222,1
2,8000223,1
2,9000017,1
2,9000018,1
2,9000019,1
2,9000020,1
2,9000021,1
2,9000022,1
2,9000023,1
2,9000024,1
2,9000025,1
2,9000026,1
2,9000027,1
2,9000028,1
2,9000029,1
2,9000030,1
2,9000031,1
2,9000032,1
2,9000033,1
2,9000034,1
2,9000035,1
2,9000036,1
2,9000037,1
2,9000038,1
2,9000039,1
2,9000040,1
2,9000041,1
2,9000042,1
2,9000043,1
2,9000044,1
2,9000045,1
2,9000046,1
2,9000047,1
2,9000048,1
2,9000049,1
2,9000050,1
2,9000051,1
2,9000052,1
2,9000053,1
2,9000054,1
2,9000055,1
2,9000056,1
2,9000057,1
2,9000058,1
2,9000059,1
2,9000060,1
2,9000061,1
2,9000062,1
2,9000063,1
2,9000064,1
2,9000065,1
2,9000066,1
2,9000067,1
2,9000068,1
2,9000069,1
2,9000070,1
2,9000071,1
2,9000072,1
2,9000073,1
2,9000074,1
2,9000075,1
2,9000076,1
2,9000077,1
2,9000078,1
2,9000079,1
2,9000080,1
2,9000081,1
2,9000082,1
2,9000083,1
2,9000084,1
2,9000085,1
2,9000086,1
2,9000087,1
2,9000088,1
2,9000089,1
2,9000090,1
2,9000091,1
2,9000092,1
2,9000093,1
2,9000094,1
2,9000095,1
2,9000096,1
2,9000097,1
2,9000098,1
2,9000099,1
2,9000100,1
2,9000101,1
2,9000102,1
2,9000103,1
2,9000104,1
2,9000105,1
2,9000106,1
2,9000107,1
2,9000108,1
2,9000109,1
2,9000110,1
2,9000111,1
2,9000112,1
2,9000113,1
2,9000114,1
2,9000115,1
2,9000116,1
2,9000117,1
2,9000118,1
2,9000119,1
2,9000120,1
2,9000121,1
2,9000122,1
2,9000123,1
2,9000124,1
2,9000125,1
2,9000126,1
2,9000127,1
2,9000128,1
2,9000129,1
2,9000130,1
2,9000131,1
2,9000132,1
2,9000133,1
2,9000134,1
2,9000135,1
2,9000136,1
2,9000137,1
2,9000138,1
2,9000140,1
2,9000141,1
2,9000142,1
2,9000143,1
2,9000144,1
2,9000145,1
2,9000146,1
2,9000147,1
2,9000148,1
2,9000149,1
2,9000150,1
2,9000151,1
2,9000152,1
2,9000153,1
2,9000154,1
2,9000155,1
2,9000156,1
2,9000157,1
2,9000158,1
2,9000159,1
2,9000160,1
2,9000161,1
2,9000162,1
2,9000163,1
2,9000164,1
2,9000165,1
2,9000166,1
2,9000167,1
2,9000168,1
2,9000169,1
2,9000170,1
2,9000171,1
2,9000172,1
2,9000173,1
2,9000174,1
2,9000175,1
2,9000176,1
2,9000177,1
2,9000178,1
2,9000179,1
2,9000180,1
2,9000181,1
2,9000182,1
2,9000183,1
2,9000184,1
2,9000185,1
2,9000186,1
2,9000187,1
2,9000188,1
2,9000189,1
2,9000190,1
2,9000191,1
2,9000192,1
2,9000193,1
2,9000194,1
2,9000195,1
2,9000196,1
2,9000197,1
2,9000198,1
2,9000199,1
2,9000200,1
2,9000201,1
2,9000202,1
2,9000203,1
2,9000204,1
2,9000205,1
2,9000206,1
2,9000207,1
2,9000208,1
2,9000210,1
2,9000211,1
2,9000212,1
2,9000213,1
2,9000215,1
2,9000216,1
2,9000217,1
2,9000218,1
2,9000219,1
2,9000220,1
2,9000221,1
2,9000222,1
2,9000223,1
2,9000224,1
2,9000225,1
2,9000226,1
2,9000227,1
2,9000228,1
2,9000229,1
2,9000230,1
2,9000231,1
2,9000232,1
2,9000233,1
2,9000234,1
2,9000235,1
2,9000236,1
2,9000237,1
2,9000238,1
2,9000239,1
2,9000240,1
2,9000241,1
2,9000242,1
2,9000243,1
2,9000244,1
2,9000245,1
2,9000246,1
2,9000247,1
2,9000248,1
2,9000250,1
2,9000251,1
2,9000257,1
2,9000258,1
2,9000259,1
2,9000260,1
2,9000261,1
2,9000262,1
2,9000263,1
2,9000264,1
2,9000265,1
2,9000266,1
2,9000267,1
2,9000268,1
2,9000269,1
2,9000271,1
2,9000272,1
2,9000273,1
2,9000274,1
2,9000275,1
2,9000276,1
2,9000277,1
2,9000278,1
2,9000279,1
2,9000280,1
2,9000281,1
2,9000282,1
2,9000283,1
2,9000285,1
2,9000286,1
2,9000289,1
2,9000290,1
2,9000293,1
2,9000297,1
2,9000298,1
2,9000299,1
2,9000300,1
2,9000303,1
2,9000306,1
2,9000307,1
2,9000308,1
2,9000309,1
2,9000310,1
2,9000311,1
2,9000312,1
2,9000313,1
2,10000018,1
2,10000019,1
2,10000021,1
2,10000024,1
2,10000029,1
2,10000031,1
2,10000039,1
2,10000055,1
2,10000058,1
2,10000060,1
2,10000061,1
2,10000063,1
2,10000064,1
2,10000065,1
2,10000066,1
2,10000068,1
2,10000069,1
2,10000070,1
2,10000071,1
2,10000076,1
2,10000082,1
2,10000083,1
2,10000084,1
2,10000085,1
2,10000106,1
2,10000107,1
2,10000108,1
2,10000109,1
2,10000110,1
2,10000111,1
2,10000112,1
2,10000215,1
2,10000216,1
2,10000218,1
2,10000244,1
2,11000010,1
2,11000011,1
2,11000012,1
2,11000013,1
2,11000014,1
2,11000015,1
2,11000017,1
2,11000019,1
2,11000021,1
2,11000023,1
2,11000024,1
2,11000027,1
2,11000028,1
2,11000029,1
2,11000030,1
2,11000031,1
2,11000032,1
2,11000034,1
2,11000039,1
2,11000040,1
2,11000041,1
2,11000049,1
2,12000013,1
2,12000198,1
2,12000201,1
2,13000000,1
2,13000001,1
2,13000002,1
2,13000003,1
2,13000004,1
2,13000005,1
2,13000006,1
2,13000007,1
2,13000008,1
2,13000009,1
2,13000010,1
2,13000011,1
2,13000012,1
2,13000013,1
2,13000014,1
2,13000015,1
2,13000016,1
2,13000017,1
2,13000018,1
2,13000019,1
2,13000020,1
2,13000021,1
2,13000022,1
2,13000047,1
2,13000048,1
2,13000050,1
2,13000051,1
2,13000052,1
2,13000053,1
2,13000054,1
2,13000055,1
2,13000056,1
2,13000057,1
2,13000059,1
2,13000060,1
2,13000061,1
2,13000062,1
2,13000063,1
2,13000064,1
2,13000065,1
2,13000066,1
2,13000067,1
2,13000069,1
2,13000070,1
2,13000071,1
2,13000072,1
2,13000073,1
2,13000074,1
2,13000076,1
2,13000078,1
2,13000080,1
2,13000081,1
2,13000083,1
2,13000084,1
2,13000085,1
2,13000086,1
2,13000087,1
2,13000088,1
2,13000089,1
2,13000090,1
2,13000091,1
2,13000092,1
2,13000093,1
2,13000094,1
2,13000095,1
2,13000096,1
2,13000097,1
2,13000098,1
2,13000099,1
2,13000100,1
2,13000101,1
2,13000102,1
2,13000103,1
2,13000104,1
2,13000105,1
2,13000106,1
2,13000107,1
2,13000108,1
2,13000109,1
2,13000110,1
2,13000111,1
2,13000112,1
2,13000114,1
2,13000115,1
2,13000116,1
2,13000118,1
2,13000119,1
2,13000121,1
2,13000126,1
2,13000127,1
2,13000129,1
2,13000130,1
2,13000131,1
2,13000132,1
2,13000137,1
2,13000139,1
2,13000141,1
2,13000144,1
2,13000145,1
2,13000146,1
2,13000148,1
2,13000150,1
2,13000151,1
2,13000152,1
2,13000153,1
2,13000154,1
2,13000155,1
2,13000156,1
2,13000157,1
2,13000158,1
2,13000159,1
2,13000160,1
2,13000161,1
2,13000162,1
2,13000163,1
2,13000164,1
2,13000165,1
2,13000166,1
2,13000167,1
2,13000169,1
2,13000170,1
2,13000172,1
2,13000173,1
2,13000174,1
2,13000176,1
2,13000178,1
2,13000179,1
2,13000180,1
2,13000181,1
2,13000182,1
2,13000183,1
2,13000185,1
2,13000188,1
2,13000189,1
2,13000190,1
2,13000191,1
2,13000192,1
2,13000193,1
2,13000194,1
2,13000195,1
2,13000197,1
2,13000198,1
2,13000199,1
2,13000200,1
2,13000202,1
2,13000203,1
2,13000204,1
2,13000205,1
2,13000206,1
2,13000207,1
2,13000208,1
2,13000209,1
2,13000210,1
2,13000211,1
2,13000212,1
2,13000213,1
2,13000215,1
2,13000216,1
2,13000217,1
2,13000218,1
2,13000219,1
2,13000220,1
2,13000221,1
2,13000226,1
2,13000227,1
2,13000228,1
2,13000230,1
2,13000242,1
2,13000243,1
2,13000244,1
2,13000245,1
2,13000246,1
2,13000247,1
2,13000248,1
2,13000249,1
2,13000250,1
2,13000251,1
2,13000252,1
2,13000253,1
2,13000254,1
2,13000255,1
2,13000256,1
2,13000257,1
2,13000258,1
2,13000259,1
