id,Name,Parent_id,active,Level,JetTaxCode
1000000,Books & Other Media,0,1,0,Generic Taxable Product
1000001,Books - Arts & Entertainment,1000000,1,1,Generic Taxable Product
1000002,Architecture,1000001,1,2,Generic Taxable Product
1000003,Business of Art,1000001,1,2,Generic Taxable Product
1000004,"Collections, Catalogs & Exhibitions",1000001,1,2,Generic Taxable Product
1000006,Decorative Arts & Design,1000001,1,2,Generic Taxable Product
1000007,Drawing,1000001,1,2,Generic Taxable Product
1000008,Fashion,1000001,1,2,Generic Taxable Product
1000009,Graphic Design,1000001,1,2,Generic Taxable Product
1000010,Comic Books & Graphic Novels,1000001,1,2,Generic Taxable Product
1000011,History & Criticism,1000001,1,2,Generic Taxable Product
1000013,Humor,1000001,1,2,Generic Taxable Product
1000014,Individual Artists,1000001,1,2,Generic Taxable Product
1000016,Movies,1000001,1,2,Generic Taxable Product
1000017,Music,1000001,1,2,Generic Taxable Product
1000018,Other Media,1000001,1,2,Generic Taxable Product
1000019,Painting,1000001,1,2,Generic Taxable Product
1000020,Performing Arts,1000001,1,2,Generic Taxable Product
1000021,Photography,1000001,1,2,Generic Taxable Product
1000022,Pop Culture,1000001,1,2,Generic Taxable Product
1000023,Puzzles & Games,1000001,1,2,Generic Taxable Product
1000024,Radio,1000001,1,2,Generic Taxable Product
1000025,Religious,1000001,1,2,Generic Taxable Product
1000026,Sculpture,1000001,1,2,Generic Taxable Product
1000027,Television,1000001,1,2,Generic Taxable Product
1000028,Books - Biographies & Memoirs,1000000,1,1,Generic Taxable Product
1000029,Arts & Literature,1000028,1,2,Generic Taxable Product
1000030,Ethnic & National,1000028,1,2,Generic Taxable Product
1000031,Family & Childhood,1000028,1,2,Generic Taxable Product
1000033,Historical,1000028,1,2,Generic Taxable Product
1000034,Leaders & Notable People,1000028,1,2,Generic Taxable Product
1000035,Memoirs,1000028,1,2,Generic Taxable Product
1000037,Professionals & Academics,1000028,1,2,Generic Taxable Product
1000038,Reference & Collections,1000028,1,2,Generic Taxable Product
1000039,Regional Canada,1000028,1,2,Generic Taxable Product
1000040,Regional U.S.,1000028,1,2,Generic Taxable Product
1000041,Specific Groups,1000028,1,2,Generic Taxable Product
1000042,Sports & Outdoors,1000028,1,2,Generic Taxable Product
1000044,True Accounts,1000028,1,2,Generic Taxable Product
1000045,Books - Business & Investing,1000000,1,1,Generic Taxable Product
1000046,Accounting & Finance,1000045,1,2,Generic Taxable Product
1000047,History & Profiles,1000045,1,2,Generic Taxable Product
1000048,Business Life,1000045,1,2,Generic Taxable Product
1000049,Economics,1000045,1,2,Generic Taxable Product
1000051,Green Business,1000045,1,2,Generic Taxable Product
1000052,Industries & Professions,1000045,1,2,Generic Taxable Product
1000053,International,1000045,1,2,Generic Taxable Product
1000054,Investing,1000045,1,2,Generic Taxable Product
1000055,Job Hunting & Careers,1000045,1,2,Generic Taxable Product
1000056,Management & Leadership,1000045,1,2,Generic Taxable Product
1000057,Marketing & Sales,1000045,1,2,Generic Taxable Product
1000058,Organizational Behavior,1000045,1,2,Generic Taxable Product
1000061,Real Estate,1000045,1,2,Generic Taxable Product
1000062,Reference,1000045,1,2,Generic Taxable Product
1000063,Skills,1000045,1,2,Generic Taxable Product
1000064,Small Business & Entrepreneurship,1000045,1,2,Generic Taxable Product
1000065,Taxation,1000045,1,2,Generic Taxable Product
1000066,Women & Business,1000045,1,2,Generic Taxable Product
1000067,Calendars,1000000,1,1,Generic Taxable Product
1000068,Animals,1000067,1,2,Generic Taxable Product
1000069,Architecture,1000067,1,2,Generic Taxable Product
1000070,Arts,1000067,1,2,Generic Taxable Product
1000071,Automotive,1000067,1,2,Generic Taxable Product
1000072,Boats & Ships,1000067,1,2,Generic Taxable Product
1000073,Children's,1000067,1,2,Generic Taxable Product
1000074,Cooking,1000067,1,2,Generic Taxable Product
1000075,Crafts,1000067,1,2,Generic Taxable Product
1000076,Diet & Health,1000067,1,2,Generic Taxable Product
1000077,Flowers,1000067,1,2,Generic Taxable Product
1000078,Foreign Language,1000067,1,2,Generic Taxable Product
1000079,Games,1000067,1,2,Generic Taxable Product
1000080,Garden & Home,1000067,1,2,Generic Taxable Product
1000081,Humor & Comics,1000067,1,2,Generic Taxable Product
1000082,Inspirational,1000067,1,2,Generic Taxable Product
1000083,Lighthouses,1000067,1,2,Generic Taxable Product
1000084,Maps,1000067,1,2,Generic Taxable Product
1000085,Movies,1000067,1,2,Generic Taxable Product
1000086,Multicultural,1000067,1,2,Generic Taxable Product
1000087,Music,1000067,1,2,Generic Taxable Product
1000088,Nature,1000067,1,2,Generic Taxable Product
1000089,Photography,1000067,1,2,Generic Taxable Product
1000090,Quotations,1000067,1,2,Generic Taxable Product
1000092,Sports,1000067,1,2,Generic Taxable Product
1000093,Television,1000067,1,2,Generic Taxable Product
1000094,Travel & Scenery,1000067,1,2,Generic Taxable Product
1000095,Books - Children's Books,1000000,1,1,Generic Taxable Product
1000096,Action & Adventure,1000095,1,2,Generic Taxable Product
1000097,"Activities, Crafts & Games",1000095,1,2,Generic Taxable Product
1000098,Animals,1000095,1,2,Generic Taxable Product
1000099,"Arts, Music & Photography",1000095,1,2,Generic Taxable Product
1000100,Biographies,1000095,1,2,Generic Taxable Product
1000101,"Cars, Trains & Things That Go",1000095,1,2,Generic Taxable Product
1000102,Children's Cookbooks,1000095,1,2,Generic Taxable Product
1000103,Classics,1000095,1,2,Generic Taxable Product
1000104,Comics & Graphic Novels,1000095,1,2,Generic Taxable Product
1000105,Computers & Technology,1000095,1,2,Generic Taxable Product
1000106,Education & Reference,1000095,1,2,Generic Taxable Product
1000107,"Fairy Tales, Folk Tales & Myths",1000095,1,2,Generic Taxable Product
1000108,Geography & Cultures,1000095,1,2,Generic Taxable Product
1000109,Growing Up & Facts of Life,1000095,1,2,Generic Taxable Product
1000110,History,1000095,1,2,Generic Taxable Product
1000111,Holidays & Celebrations,1000095,1,2,Generic Taxable Product
1000112,Humor,1000095,1,2,Generic Taxable Product
1000113,Literature & Fiction,1000095,1,2,Generic Taxable Product
1000114,Mysteries & Detectives,1000095,1,2,Generic Taxable Product
1000115,Religions,1000095,1,2,Generic Taxable Product
1000116,Science Fiction & Fantasy,1000095,1,2,Generic Taxable Product
1000117,"Science, Nature & How It Works",1000095,1,2,Generic Taxable Product
1000118,Sports & Outdoors,1000095,1,2,Generic Taxable Product
1000119,Books - Computers & Technology,1000000,1,1,Generic Taxable Product
1000120,Apple,1000119,1,2,Generic Taxable Product
1000121,Business & Management,1000119,1,2,Generic Taxable Product
1000122,Certification,1000119,1,2,Generic Taxable Product
1000123,Computer Science,1000119,1,2,Generic Taxable Product
1000124,Databases,1000119,1,2,Generic Taxable Product
1000125,Digital Media Management,1000119,1,2,Generic Taxable Product
1000126,Games & Strategy Guides,1000119,1,2,Generic Taxable Product
1000127,Graphic Design,1000119,1,2,Generic Taxable Product
1000128,Hardware,1000119,1,2,Generic Taxable Product
1000129,Home Computing & How-to,1000119,1,2,Generic Taxable Product
1000130,Internet & Social Media,1000119,1,2,Generic Taxable Product
1000131,Microsoft,1000119,1,2,Generic Taxable Product
1000132,"Mobile Phones, Tablets & E-Readers",1000119,1,2,Generic Taxable Product
1000133,Networking,1000119,1,2,Generic Taxable Product
1000135,Programming,1000119,1,2,Generic Taxable Product
1000136,Security & Encryption,1000119,1,2,Generic Taxable Product
1000137,Operating Systems & Software,1000119,1,2,Generic Taxable Product
1000138,Web Development & Design,1000119,1,2,Generic Taxable Product
1000139,"Books - Cookbooks, Food & Wine",1000000,1,1,Generic Taxable Product
1000140,Baking,1000139,1,2,Generic Taxable Product
1000141,Beverages & Wine,1000139,1,2,Generic Taxable Product
1000142,Canning & Preserving,1000139,1,2,Generic Taxable Product
1000144,Cooking by Ingredient,1000139,1,2,Generic Taxable Product
1000145,Cooking Education & Reference,1000139,1,2,Generic Taxable Product
1000146,Cooking Methods,1000139,1,2,Generic Taxable Product
1000147,Desserts,1000139,1,2,Generic Taxable Product
1000148,Entertaining & Holidays,1000139,1,2,Generic Taxable Product
1000149,Kitchen Appliances,1000139,1,2,Generic Taxable Product
1000150,Main Courses & Side Dishes,1000139,1,2,Generic Taxable Product
1000151,Outdoor Cooking,1000139,1,2,Generic Taxable Product
1000152,Professional Cooking,1000139,1,2,Generic Taxable Product
1000153,Regional & International,1000139,1,2,Generic Taxable Product
1000154,Special Diet,1000139,1,2,Generic Taxable Product
1000155,Vegetarian & Vegan,1000139,1,2,Generic Taxable Product
1000156,"Books - Crafts, Hobbies & Home",1000000,1,1,Generic Taxable Product
1000157,Antiques & Collectibles,1000156,1,2,Generic Taxable Product
1000158,Crafts & Hobbies,1000156,1,2,Generic Taxable Product
1000159,Gardening & Landscape Design,1000156,1,2,Generic Taxable Product
1000160,Home Improvement & Design,1000156,1,2,Generic Taxable Product
1000161,Pets & Animal Care,1000156,1,2,Generic Taxable Product
1000162,Weddings,1000156,1,2,Generic Taxable Product
1000163,Books - Education & Reference,1000000,1,1,Generic Taxable Product
1000164,Almanacs & Yearbooks,1000163,1,2,Generic Taxable Product
1000165,Atlases & Maps,1000163,1,2,Generic Taxable Product
1000166,Catalogs & Directories,1000163,1,2,Generic Taxable Product
1000168,Consumer Guides,1000163,1,2,Generic Taxable Product
1000169,Dictionaries & Thesauruses,1000163,1,2,Generic Taxable Product
1000170,Encyclopedias,1000163,1,2,Generic Taxable Product
1000171,English as a Second Language,1000163,1,2,Generic Taxable Product
1000172,Etiquette,1000163,1,2,Generic Taxable Product
1000173,Foreign Language Study & Reference,1000163,1,2,Generic Taxable Product
1000174,Genealogy,1000163,1,2,Generic Taxable Product
1000176,Quotations,1000163,1,2,Generic Taxable Product
1000177,Teaching Resources & Workbooks,1000163,1,2,Generic Taxable Product
1000179,Test Prep & Higher Education,1000163,1,2,Generic Taxable Product
1000180,Trivia & Fun Facts,1000163,1,2,Generic Taxable Product
1000181,"Words, Language & Grammar",1000163,1,2,Generic Taxable Product
1000182,"Writing, Research & Publishing Guides",1000163,1,2,Generic Taxable Product
1000183,"Books - Health, Fitness & Dieting",1000000,1,1,Generic Taxable Product
1000184,Addiction & Recovery,1000183,1,2,Generic Taxable Product
1000185,Aging,1000183,1,2,Generic Taxable Product
1000186,Alternative Medicine,1000183,1,2,Generic Taxable Product
1000187,Beauty & Style,1000183,1,2,Generic Taxable Product
1000188,Children's Health,1000183,1,2,Generic Taxable Product
1000190,Diseases & Physical Ailments,1000183,1,2,Generic Taxable Product
1000191,Exercise & Fitness,1000183,1,2,Generic Taxable Product
1000192,Men's Health,1000183,1,2,Generic Taxable Product
1000193,Mental Health,1000183,1,2,Generic Taxable Product
1000194,Diet & Nutrition,1000183,1,2,Generic Taxable Product
1000195,Psychology & Counseling,1000183,1,2,Generic Taxable Product
1000196,Reference,1000183,1,2,Generic Taxable Product
1000197,Safety & First Aid,1000183,1,2,Generic Taxable Product
1000198,Sexual Health,1000183,1,2,Generic Taxable Product
1000199,Teen Health,1000183,1,2,Generic Taxable Product
1000200,Women's Health,1000183,1,2,Generic Taxable Product
1000201,Books - History,1000000,1,1,Generic Taxable Product
1000202,Africa,1000201,1,2,Generic Taxable Product
1000203,Americas,1000201,1,2,Generic Taxable Product
1000204,Ancient,1000201,1,2,Generic Taxable Product
1000205,Arctic & Antarctica,1000201,1,2,Generic Taxable Product
1000206,Asia,1000201,1,2,Generic Taxable Product
1000207,Australia & Oceania,1000201,1,2,Generic Taxable Product
1000208,Europe,1000201,1,2,Generic Taxable Product
1000209,Gay & Lesbian,1000201,1,2,Generic Taxable Product
1000210,Historical Study & Educational Resources,1000201,1,2,Generic Taxable Product
1000211,Medieval,1000201,1,2,Generic Taxable Product
1000212,Middle East,1000201,1,2,Generic Taxable Product
1000213,Military,1000201,1,2,Generic Taxable Product
1000215,Modern (16th-21st Centuries),1000201,1,2,Generic Taxable Product
1000216,Renaissance,1000201,1,2,Generic Taxable Product
1000217,Russia,1000201,1,2,Generic Taxable Product
1000218,United States,1000201,1,2,Generic Taxable Product
1000219,World,1000201,1,2,Generic Taxable Product
1000220,Books - Literature & Fiction,1000000,1,1,Generic Taxable Product
1000221,Ancient & Classical Literature,1000220,1,2,Generic Taxable Product
1000222,Anthologies & Literary Collections,1000220,1,2,Generic Taxable Product
1000223,British,1000220,1,2,Generic Taxable Product
1000224,Classics,1000220,1,2,Generic Taxable Product
1000225,Contemporary,1000220,1,2,Generic Taxable Product
1000226,Drama,1000220,1,2,Generic Taxable Product
1000227,Erotica,1000220,1,2,Generic Taxable Product
1000228,Essays & Correspondence,1000220,1,2,Generic Taxable Product
1000229,Foreign Language Fiction,1000220,1,2,Generic Taxable Product
1000230,Gaming,1000220,1,2,Generic Taxable Product
1000231,Gay & Lesbian,1000220,1,2,Generic Taxable Product
1000233,Historical Fiction,1000220,1,2,Generic Taxable Product
1000234,History & Criticism,1000220,1,2,Generic Taxable Product
1000235,Horror,1000220,1,2,Generic Taxable Product
1000237,Literary,1000220,1,2,Generic Taxable Product
1000239,Mythology & Folk Tales,1000220,1,2,Generic Taxable Product
1000240,Poetry,1000220,1,2,Generic Taxable Product
1000243,Short Stories,1000220,1,2,Generic Taxable Product
1000244,United States,1000220,1,2,Generic Taxable Product
1000245,Westerns,1000220,1,2,Generic Taxable Product
1000247,World Literature,1000220,1,2,Generic Taxable Product
1000248,Books - Professional & Technical,1000000,1,1,Generic Taxable Product
1000257,Automotive,1000248,1,2,Generic Taxable Product
1000258,Sciences,1000248,1,2,Generic Taxable Product
1000270,Engineering,1000248,1,2,Generic Taxable Product
1000273,Essays & Commentary,1000248,1,2,Generic Taxable Product
1000283,History,1000248,1,2,Generic Taxable Product
1000284,History & Philosophy,1000248,1,2,Generic Taxable Product
1000286,Law,1000248,1,2,Generic Taxable Product
1000293,Mathematics,1000248,1,2,Generic Taxable Product
1000295,Medical,1000248,1,2,Generic Taxable Product
1000303,Politics & Government,1000248,1,2,Generic Taxable Product
1000307,Reference,1000248,1,2,Generic Taxable Product
1000308,Research,1000248,1,2,Generic Taxable Product
1000310,Humanities & Social Sciences,1000248,1,2,Generic Taxable Product
1000314,Technology,1000248,1,2,Generic Taxable Product
1000315,Transportation,1000248,1,2,Generic Taxable Product
1000316,Veterinary Medicine,1000248,1,2,Generic Taxable Product
1000318,Books - Religion & Spirituality,1000000,1,1,Generic Taxable Product
1000319,Buddhism,1000318,1,2,Generic Taxable Product
1000320,Christian Books & Bibles,1000318,1,2,Generic Taxable Product
1000321,Earth-Based Religions,1000318,1,2,Generic Taxable Product
1000322,Fiction,1000318,1,2,Generic Taxable Product
1000323,Hinduism,1000318,1,2,Generic Taxable Product
1000324,Islam,1000318,1,2,Generic Taxable Product
1000325,Judaism,1000318,1,2,Generic Taxable Product
1000326,Literature & Fiction,1000318,1,2,Generic Taxable Product
1000328,Occult,1000318,1,2,Generic Taxable Product
1000330,"Other Religions, Practices & Sacred Texts",1000318,1,2,Generic Taxable Product
1000331,Religious Studies,1000318,1,2,Generic Taxable Product
1000332,New Age & Spirituality,1000318,1,2,Generic Taxable Product
1000333,Books - Self-Help,1000000,1,1,Generic Taxable Product
1000336,Emotional Healing,1000333,1,2,Generic Taxable Product
1000337,Gay & Lesbian,1000333,1,2,Generic Taxable Product
1000340,Hypnosis,1000333,1,2,Generic Taxable Product
1000344,Motivational,1000333,1,2,Generic Taxable Product
1000345,Relationships,1000333,1,2,Generic Taxable Product
1000347,Sex,1000333,1,2,Generic Taxable Product
1000348,Spiritual,1000333,1,2,Generic Taxable Product
1000349,Psychological Self-Help,1000333,1,2,Generic Taxable Product
1000350,Personal Growth,1000333,1,2,Generic Taxable Product
1000351,Books - Sports & Outdoors,1000000,1,1,Generic Taxable Product
1000352,Baseball,1000351,1,2,Generic Taxable Product
1000353,Basketball,1000351,1,2,Generic Taxable Product
1000354,Birdwatching,1000351,1,2,Generic Taxable Product
1000355,Coaching,1000351,1,2,Generic Taxable Product
1000356,Extreme Sports,1000351,1,2,Generic Taxable Product
1000357,Field Guides,1000351,1,2,Generic Taxable Product
1000358,Football (American),1000351,1,2,Generic Taxable Product
1000359,Golf,1000351,1,2,Generic Taxable Product
1000360,Hiking & Camping,1000351,1,2,Generic Taxable Product
1000361,Hockey,1000351,1,2,Generic Taxable Product
1000362,Hunting & Fishing,1000351,1,2,Generic Taxable Product
1000363,Individual Sports,1000351,1,2,Generic Taxable Product
1000364,Miscellaneous,1000351,1,2,Generic Taxable Product
1000365,Mountaineering,1000351,1,2,Generic Taxable Product
1000367,Other Team Sports,1000351,1,2,Generic Taxable Product
1000368,Outdoor Recreation,1000351,1,2,Generic Taxable Product
1000369,Racket Sports,1000351,1,2,Generic Taxable Product
1000370,Rodeos,1000351,1,2,Generic Taxable Product
1000371,Soccer,1000351,1,2,Generic Taxable Product
1000372,Softball,1000351,1,2,Generic Taxable Product
1000373,Survival Skills,1000351,1,2,Generic Taxable Product
1000374,Training,1000351,1,2,Generic Taxable Product
1000375,Water Sports,1000351,1,2,Generic Taxable Product
1000376,Winter Sports,1000351,1,2,Generic Taxable Product
1000377,Books - Teen & Young Adult,1000000,1,1,Generic Taxable Product
1000378,Biographies,1000377,1,2,Generic Taxable Product
1000379,Education & Reference,1000377,1,2,Generic Taxable Product
1000380,"Health, Mind & Body",1000377,1,2,Generic Taxable Product
1000381,Historical Fiction,1000377,1,2,Generic Taxable Product
1000382,Horror,1000377,1,2,Generic Taxable Product
1000383,Literature & Fiction,1000377,1,2,Generic Taxable Product
1000384,Love & Romance,1000377,1,2,Generic Taxable Product
1000385,Mysteries,1000377,1,2,Generic Taxable Product
1000386,Religion & Spirituality,1000377,1,2,Generic Taxable Product
1000387,Science Fiction & Fantasy,1000377,1,2,Generic Taxable Product
1000388,Social Issues,1000377,1,2,Generic Taxable Product
1000389,Sports & Hobbies,1000377,1,2,Generic Taxable Product
1000390,Books - Travel,1000000,1,1,Generic Taxable Product
1000391,Adventure Travel,1000390,1,2,Generic Taxable Product
1000392,Africa,1000390,1,2,Generic Taxable Product
1000393,Asia,1000390,1,2,Generic Taxable Product
1000394,Australia & South Pacific,1000390,1,2,Generic Taxable Product
1000395,Canada,1000390,1,2,Generic Taxable Product
1000396,Caribbean,1000390,1,2,Generic Taxable Product
1000397,Central America,1000390,1,2,Generic Taxable Product
1000398,Europe,1000390,1,2,Generic Taxable Product
1000399,"Food, Lodging & Transportation",1000390,1,2,Generic Taxable Product
1000400,Gay & Lesbian,1000390,1,2,Generic Taxable Product
1000401,Mexico,1000390,1,2,Generic Taxable Product
1000402,Middle East,1000390,1,2,Generic Taxable Product
1000403,Pictorial,1000390,1,2,Generic Taxable Product
1000404,Polar Regions,1000390,1,2,Generic Taxable Product
1000405,Reference,1000390,1,2,Generic Taxable Product
1000406,South America,1000390,1,2,Generic Taxable Product
1000407,Specialty Travel,1000390,1,2,Generic Taxable Product
1000408,Travel Writing,1000390,1,2,Generic Taxable Product
1000409,United States,1000390,1,2,Generic Taxable Product
1000411,Movies & TV,1000000,1,1,Generic Taxable Product
1000412,Movies,1000411,1,2,Generic Taxable Product
1000413,TV,1000411,1,2,Generic Taxable Product
1000414,Music,1000000,1,1,Generic Taxable Product
1000415,Alternative Rock,1000414,1,2,Generic Taxable Product
1000416,Blues,1000414,1,2,Generic Taxable Product
1000417,Broadway & Vocalists,1000414,1,2,Generic Taxable Product
1000418,Children's Music,1000414,1,2,Generic Taxable Product
1000419,Christian,1000414,1,2,Generic Taxable Product
1000420,Classic Rock,1000414,1,2,Generic Taxable Product
1000421,Classical,1000414,1,2,Generic Taxable Product
1000422,Country,1000414,1,2,Generic Taxable Product
1000423,Dance & Electronic,1000414,1,2,Generic Taxable Product
1000424,Folk,1000414,1,2,Generic Taxable Product
1000425,Gospel,1000414,1,2,Generic Taxable Product
1000426,Hard Rock & Metal,1000414,1,2,Generic Taxable Product
1000427,Jazz,1000414,1,2,Generic Taxable Product
1000428,Latin Music,1000414,1,2,Generic Taxable Product
1000429,Miscellaneous,1000414,1,2,Generic Taxable Product
1000430,Music Video & Concerts,1000414,1,2,Generic Taxable Product
1000431,New Age,1000414,1,2,Generic Taxable Product
1000432,Pop,1000414,1,2,Generic Taxable Product
1000433,R&B,1000414,1,2,Generic Taxable Product
1000434,Rap & Hip-Hop,1000414,1,2,Generic Taxable Product
1000435,Rock,1000414,1,2,Generic Taxable Product
1000436,Soundtracks,1000414,1,2,Generic Taxable Product
1000437,World Music,1000414,1,2,Generic Taxable Product
1000438,Software,1000000,1,1,Generic Taxable Product
1000439,Accounting & Finance,1000438,1,2,Productivity Software
1000440,Business & Office,1000438,1,2,Productivity Software
1000441,Children's,1000438,1,2,Generic Taxable Product
1000442,Computer Security,1000438,1,2,Productivity Software
1000443,Education & Reference,1000438,1,2,Productivity Software
1000444,Home & Hobbies,1000438,1,2,Generic Taxable Product
1000445,Home Publishing,1000438,1,2,Generic Taxable Product
1000446,Illustration & Design,1000438,1,2,Generic Taxable Product
1000447,Language & Travel,1000438,1,2,Generic Taxable Product
1000448,Networking,1000438,1,2,Generic Taxable Product
1000449,Operating Systems,1000438,1,2,Generic Taxable Product
1000450,Programming & Web Development,1000438,1,2,Generic Taxable Product
1000451,Tax Preparation,1000438,1,2,Generic Taxable Product
1000452,Utilities,1000438,1,2,Generic Taxable Product
1000453,Video & Music,1000438,1,2,Generic Taxable Product
1000455,General,1000318,1,2,Generic Taxable Product
1000456,Early Learning,1000095,1,2,Generic Taxable Product
1000457,Adoption,1000474,1,2,Generic Taxable Product
1000458,Aging Parents,1000474,1,2,Generic Taxable Product
1000459,Family Activities,1000474,1,2,Generic Taxable Product
1000462,Family Relationships,1000474,1,2,Generic Taxable Product
1000463,General,1000474,1,2,Generic Taxable Product
1000465,Parenting,1000474,1,2,Generic Taxable Product
1000466,Reference,1000474,1,2,Generic Taxable Product
1000467,Special Needs,1000474,1,2,Generic Taxable Product
1000472,General,1000351,1,2,Generic Taxable Product
1000473,General,1000248,1,2,Generic Taxable Product
1000474,Books - Parenting & Relationships,1000000,1,1,Generic Taxable Product
1000498,Magazines,1000000,1,1,Magazines
1000499,Business,1000498,1,2,Magazines
1000500,Children’s,1000498,1,2,Magazines
1000501,Health & Wellness,1000498,1,2,Magazines
1000502,Science & Nature,1000498,1,2,Magazines
1000503,En Espanol,1000498,1,2,Magazines
1000504,Comics,1000498,1,2,Magazines
1000505,Entertainment,1000498,1,2,Magazines
1000506,Hobbies & Special Interests,1000498,1,2,Magazines
1000507,Spirituality,1000498,1,2,Magazines
1000509,Family Life,1000498,1,2,Magazines
1000510,Home & Garden,1000498,1,2,Magazines
1000511,Sports & Recreation,1000498,1,2,Magazines
1000512,Fashion & Style,1000498,1,2,Magazines
1000513,Men’s,1000498,1,2,Magazines
1000514,Outdoors,1000498,1,2,Magazines
1000515,Animals & Pets,1000498,1,2,Magazines
1000516,Automotive,1000498,1,2,Magazines
1000517,Food & Drink,1000498,1,2,Magazines
1000518,News,1000498,1,2,Magazines
1000519,Regional,1000498,1,2,Magazines
1000520,Travel & Leisure,1000498,1,2,Magazines
1000701,Teen,1000498,1,2,Magazines
2000000,Baby,0,1,0,Generic Taxable Product
2000001,Baby Food,2000167,1,2,General Grocery Items
2000002,Baby Formula,2000167,1,2,General Grocery Items
2000003,Toddler Juices & Milk,2000167,1,2,Beverages with 51 to 99 Percent Juice
2000009,Baby & Toddler Snacks,2000167,1,2,General Grocery Items
2000011,Baby Bathing,2000000,1,1,Generic Taxable Product
2000013,Baby Tubs,2000011,1,2,Generic Taxable Product
2000018,Baby Grooming,2000011,1,2,Generic Taxable Product
2000020,Baby Bath Accessories,2000011,1,2,Generic Taxable Product
2000027,Baby Washcloths & Towels,2000011,1,2,Generic Taxable Product
2000031,Diapering,2000000,1,1,Disposable Infant Diapers
2000032,Changing Table Accessories,2000031,1,2,Generic Taxable Product
2000033,Cloth Diaper Accessories,2000031,1,2,Generic Taxable Product
2000034,Cloth Diapers,2000031,1,2,Infant Clothing
2000035,Diaper Bags,2000031,1,2,Generic Taxable Product
2000037,Diaper Pails & Refills,2000031,1,2,Generic Taxable Product
2000038,Diaper Stackers & Caddies,2000031,1,2,Generic Taxable Product
2000039,Diapers,2000031,1,2,Disposable Infant Diapers
2000041,Diaper Changing Pads,2000031,1,2,Generic Taxable Product
2000042,Baby Wipes,2000031,1,2,Disposable Wipes
2000043,Feeding & Nursing,2000000,1,1,Generic Taxable Product
2000044,Bibs & Burp Cloths,2000043,1,2,Infant Clothing
2000046,Breast Pump Accessories,2000043,1,2,Breast Pumps
2000047,Breast Pumps,2000043,1,2,Breast Pumps
2000048,Nursing Accessories,2000043,1,2,Generic Taxable Product
2000049,Food & Formula Prep,2000043,1,2,Generic Taxable Product
2000050,Food Storage & On-The Go,2000043,1,2,Generic Taxable Product
2000052,Highchairs & Boosters,2000043,1,2,Generic Taxable Product
2000053,Lunch Bags,2000043,1,2,Generic Taxable Product
2000055,Pacifiers & Teethers,2000043,1,2,Generic Taxable Product
2000058,Baby Gear,2000000,1,1,Generic Taxable Product
2000060,Play Mats & Activity Gyms,2000058,1,2,Generic Taxable Product
2000061,Baby Seats,2000058,1,2,Generic Taxable Product
2000062,Carriers,2000058,1,2,Generic Taxable Product
2000064,Playards & Travel Beds,2000058,1,2,Generic Taxable Product
2000065,Shopping Cart Covers,2000170,1,2,Generic Taxable Product
2000066,Bouncers & Walkers,2000058,1,2,Generic Taxable Product
2000069,Baby Gifts,2000000,1,1,Generic Taxable Product
2000074,Baby Gift Sets & Baskets,2000069,1,2,Generic Taxable Product
2000076,Keepsakes & Albums,2000069,1,2,Generic Taxable Product
2000078,Toy Banks,2000069,1,2,Generic Taxable Product
2000104,Potty Training,2000000,1,1,Generic Taxable Product
2000105,Potties,2000104,1,2,Generic Taxable Product
2000106,Seat Covers,2000104,1,2,Generic Taxable Product
2000107,Step Stools,2000104,1,2,Generic Taxable Product
2000108,Training Pants,2000104,1,2,Disposable Infant Diapers
2000110,Pregnancy & Maternity,2000000,1,1,Generic Taxable Product
2000111,Maternity Pillows,2000110,1,2,Generic Taxable Product
2000113,Babyproofing,2000000,1,1,Generic Taxable Product
2000114,Bath Safety,2000113,1,2,Generic Taxable Product
2000116,Crib Netting,2000170,1,2,Generic Taxable Product
2000117,Edge & Corner Guards,2000113,1,2,Generic Taxable Product
2000118,Electrical Safety,2000113,1,2,Generic Taxable Product
2000119,Gates & Rails,2000113,1,2,Generic Taxable Product
2000120,Harnesses & Leashes,2000058,1,2,Generic Taxable Product
2000121,Kitchen Safety,2000113,1,2,Generic Taxable Product
2000123,Outdoor Safety,2000113,1,2,Generic Taxable Product
2000124,Rails & Rail Guards,2000113,1,2,Generic Taxable Product
2000126,Sleep Positioners,2000113,1,2,Generic Taxable Product
2000157,Baby Bottles & Accessories,2000043,1,2,Baby Supplies
2000160,Sippys & Cups,2000043,1,2,Generic Taxable Product
2000161,Kid's Tabletop,2000043,1,2,Generic Taxable Product
2000167,Baby Food & Formula,2000000,1,1,General Grocery Items
2000168,Baby Wipe Holders & Warmers,2000031,1,2,Generic Taxable Product
2000169,Diaper Creams & Ointments,2000031,1,2,Medicated Personal Care Items
2000170,Baby Gear Accessories,2000000,1,1,Generic Taxable Product
2000171,Stroller Accessories,2000170,1,2,Generic Taxable Product
2000172,Carrier Accessories,2000170,1,2,Generic Taxable Product
2000173,Car Seat Accessories,2000170,1,2,Generic Taxable Product
2000174,Strollers,2000058,1,2,Generic Taxable Product
2000175,Car Seats,2000058,1,2,Car Seats
2000176,Baby Monitors,2000058,1,2,Generic Taxable Product
2000177,Potty Training Aids,2000104,1,2,Generic Taxable Product
2000178,Fetal Monitoring Devices,2000110,1,2,Generic Taxable Product
2000179,Diaper Cakes,2000031,1,2,Generic Taxable Product
3000000,Appliances,0,1,0,Generic Taxable Product
